"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/eb550c7b8dce7202df6cb547fd7fffe0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=745147d1&x-expires=1771329600&x-signature=TDqCPN0AJ7nuThxK10FJpiYpXU4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7603280010544415510","1770276613","2026-02-05T07:30:13.000Z",,,,,,,,,"1","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"0","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","yo ya he donado dos veces con 18 años (la tercera no puedo xq tenía la hemoglobina baja, pero sin duda lo intentaré cuando vuelva el bus de la cruz roja a mi pueblo). soy del 2007 y no me pongo así, simplemente voy y hago lo q me dicen. literalmente no duele nada.","6665747623569817605","_.irenedc._","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f38d90494a82d908fa2bfcc002c14678~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bbc1eb1c&x-expires=1771329600&x-signature=50cBeuAT69y7GKSZbDh3z0yF83s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7357348271328084769","1713016172","2024-04-13T13:49:32.000Z",,,,,,,,,"819","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"10","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","yo me acuerdo que a la enfermera casi le da una taquicardia cuando me quedé dormido donando
no estaba mareado ni nada, es que el sillon era comodísimo y estaba calentito😂
se asustó","7045739571740689413","javi_ranea98","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9e2daa55e935a2e4efb0e617eeacbf2b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=abd2dbaf&x-expires=1771329600&x-signature=9ogGgCQpEiD%2F%2FGlC5gLSx0k7GxI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7357364400745333537","1713019915","2024-04-13T14:51:55.000Z",,,,,,,,,"217","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"2","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","me encanta el "" ansiedad ""🤣🤣🤣","6827407068569240582","monicamartosmartos","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/defbe1b599104450a48e45d42059df76~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fb15151a&x-expires=1771329600&x-signature=pK0dOR9tPIWxs%2BCHgImjqQ8prwA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7357786194916836128","1713118114","2024-04-14T18:08:34.000Z",,,,,,,,,"1","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"0","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","yo llevo 51 donaciones ya y sumando,solo e fallado 2 veces k m an llamado,y sumando 💪💪💪💪💪💪","7049138466252964869","juanmacobo835","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/7255394377751592986~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4c4e8df1&x-expires=1771329600&x-signature=9RbUocUJdYAUOjAU%2Fyr%2FYH%2F%2B4a4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7357423264829047585","1713033623","2024-04-13T18:40:23.000Z",,,,,,,,,"77","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"3","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","yo soy donante desde el año 80 , empecé en el servicio militar y con casi 65 añitos sigo donando 💪","7255393063835993115","luis.rodrguez.ort","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/e0167344fe52f795c11ff322778eedf8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=af7064e5&x-expires=1771329600&x-signature=6wt07zjc7gib0n8oZ%2Bs72I3g2hM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7357352351856673569","1713017114","2024-04-13T14:05:14.000Z",,,,,,,,,"81","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"6","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","Mi esposo dona 4 veces al año y le han dicho que su tipo de sangre es valiosa, porque puede donar a otros tipos 🥰🙏🏼","6818891283949716486","_yunaisy_","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/4ce4a6250b459e4d30e7f54e2f6fabf2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b845d1a7&x-expires=1771329600&x-signature=mtL9xu3HmqT1kAShkE8fQT80QOk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7357423204489937697","1713033606","2024-04-13T18:40:06.000Z",,,,,,,,,"14","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"0","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","yo dono todos los años 1-2 veces y es una gozada lo bien que te sientes sabiendo que es por un buen mayor y encima te tratan super bien y te dan un bocata/snack y bebida que más queréis 😁 os animo 💪","6812175671943988229","jacalcreatives","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f3f5a8c39565db6e7dbdcef2e9b2ac05~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=744179cd&x-expires=1771329600&x-signature=R3ToVNvInLCzPot0WlG%2F8PM1T1c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7357466972139864838","1713043790","2024-04-13T21:29:50.000Z",,,,,,,,,"18","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"14","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","no puedes donar sangre con menos de 18 años y si haces la cuenta el de 2010 tiene 14-15","7159334685259334661","gato_arabe_700","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/854ba0936cedc35340f426d59cbfde8a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a7c93639&x-expires=1771329600&x-signature=KU2bDDIb%2B52UhjZTNznm816Ee7g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7357485330767479585","1713048076","2024-04-13T22:41:16.000Z",,,,,,,,,"17","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"0","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","A mi me pusieron 9 bolsas de sangre cuando nació mi hijo desde entonces soy donante","6858792424433599494","maryangelesramos","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7332250021583552517~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1a829c78&x-expires=1771329600&x-signature=ojNRr9P%2F6AnEcAlXr%2FmQX%2BW3Qm4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7357787259498578720","1713118366","2024-04-14T18:12:46.000Z",,,,,,,,,"1","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"0","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","Sea como sea quien vaya y lo intente y más con miedo, es loable. Un aplauso 👏🏻","6600717141002174469","libervr","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7323728534717857794~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aae1bea8&x-expires=1771329600&x-signature=8PPoNhIgPnIPTJjDL%2FMLhZdrImg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7358319134000759557","1713242199","2024-04-16T04:36:39.000Z",,,,,,,,,"1","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"0","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","que lindos!","6869232277215446021","carmenjuliahuamanitello","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/1a3cc6d661691661de29c79d78f95b24~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1d11d2c7&x-expires=1771329600&x-signature=yPV%2BDa%2B1zQXCW12ROVu6B5PK0u8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7357363997417161477","1713019806","2024-04-13T14:50:06.000Z",,,,,,,,,"51","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"24","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","Ahora ya es muy difícil donar sangre, si te dio covid no puedes, si tienes muelas picadas no puedes 🥺🥺 yo eh querido donar y no puedo y soy O Negativo","6963392903587480581","abylg55","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f202dcd530e7c6f58388f21c0116e51e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0c44a008&x-expires=1771329600&x-signature=S0CAHbrg2RdCfW5aoh2gA0zwVlk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7357340279928619808","1713014302","2024-04-13T13:18:22.000Z",,,,,,,,,"13","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"6","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","Con el tema de tatuajes se puede donar sangre?","6724249016290690053","gabii_bueno15","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/c5f0d2e233e14d6bbfd587559432e014~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e3bd1a6d&x-expires=1771329600&x-signature=Qv4AHpDHNvpYk0WhCdC9kPMt%2FVQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7357699226346799878","1713097862","2024-04-14T12:31:02.000Z",,,,,,,,,"16","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"0","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","Aquí en Venezuela, tuve una época tan mala, sin clientes ni dinero, que donaba solo por sentir la satisfacción de hacer algo útil aunque sea a desconocidos. Aún estamos muchos en crisis. Bendiciones","6849692902341444614","carl4000x","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/6f9b78edfc7498cbf928ac6004a77a4e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=41ca0585&x-expires=1771329600&x-signature=FW0G41s03Tp63q1vRiAHBk9VONc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7357469460414939910","1713044367","2024-04-13T21:39:27.000Z",,,,,,,,,"5","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"6","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","si pagarán por donar allí estaría cada 4 días, mi cuerpo produce sangre como si no hubiera un mañana","7326798661562909701","guzmanlars","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/dd26a9ed7178ec1d2d6cce9e6b710ca5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=405c5790&x-expires=1771329600&x-signature=PwJvpSm79aeH%2BaagqF5%2BTyYaSbA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7357954551079207712","1713157355","2024-04-15T05:02:35.000Z",,,,,,,,,"14","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"0","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","Gracias a todos los donantes de sangre. Yo estoy viva gracias a varias trasfusiones","7018579675988411398","albahv1","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p19-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/7323720787758678048~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=18cf9a7a&x-expires=1771329600&x-signature=LhE8wcK1MBp%2BdWdEz5VNR7Dmsv8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7357354152031044384","1713017534","2024-04-13T14:12:14.000Z",,,,,,,,,"23","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"0","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","Nacho,eres maravilloso!!, así es,la sangre no se puede fabricar y tenemos que ayudarnos.Es muy muy necesario ser donantes y con este video,seguro que has animado a mucha gente a donar.Eres de lo mejor","7323720544028328992","anri7711","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9c3a7d48c5b37446d885dd7a0da34807~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=386eb39c&x-expires=1771329600&x-signature=%2FU6JAc2AiHwni4A%2BVgcz55u85PA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7367376283238646561","1715350994","2024-05-10T14:23:14.000Z",,,,,,,,,"2","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"0","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","Soy menor pero cuando sea mayor d edad donaré","6984357065977201669","carmenrodriguez_71","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/df180ef7c6a87eb866b8b578e3807b5f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=070b9620&x-expires=1771329600&x-signature=zAZeYi3dHjbxZwE85cGcxm2LIWI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7357924609528283910","1713150339","2024-04-15T03:05:39.000Z",,,,,,,,,"3","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"0","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","no tengo el peso suficiente para donar, me dió hepatitis y según entiendo no puedo, además la agujas me dan ansiedad🥺","6809713152545735685","kjrodri","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d65b197d569eb2f703420c61d4945c7a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4f11e187&x-expires=1771329600&x-signature=AeFlTq0WvIzNEPsij4cQx05gW4w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7357472462697120518","1713045065","2024-04-13T21:51:05.000Z",,,,,,,,,"11","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"4","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","apartir de que edad se puede donar sangre?","7231957784174117894","mateotenor3","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/5d64263e2ac98ef1c1ebd9957fd442f2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3089b8b0&x-expires=1771329600&x-signature=fK%2FcpuRE%2BmcdWcWR5Nc9wK6qYNI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7357452315799110406","1713040376","2024-04-13T20:32:56.000Z",,,,,,,,,"1","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"4","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","mi sangre es rara yo soy a+ XD siempre que me inyectan o me piden comprobante de sangre siempre me dicen si quiero donar XD","6830965760061834245","simp_de_miku_nakano","https://www.tiktok.com/@nachter/video/7357337111676079392"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/3e83b2e03c48be9b0ae8ce8f549f2ddc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=060ce92e&x-expires=1771329600&x-signature=xm7JYl1NxYQbMqHxACwRBlUkTAU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7358133430499181345","1713198969","2024-04-15T16:36:09.000Z",,,,,,,,,"0","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","false",,,"false",,"0","https://www.tiktok.com/@nachter/video/7357337111676079392?_r=1&_t=ZN-93r9JxE2rN0","Los del 2010 no pueden porque son menores xd pero buen video","6879031760865510405","medina.1949","https://www.tiktok.com/@nachter/video/7357337111676079392"
