tweet_id,created_at,text,lang,retweet_count,reply_count,like_count,quote_count,author_id,author_username,author_name,author_location,place_full_name,place_country,place_country_code,place_type,reply_to_tweet_id
1740428860062376243,2023-12-28T17:45:50.000Z,@_yonguik Yo no tengo tatoo xq le tengo pánico a las agujas… pero si tengo dibujado el modelo del tatoo q quiero en mi cuerpo.. ya venderé el miedo a las agujas .. me paralizan,es,0,3,4,0,1555930871236071424,MafalditaL,Mafaldita linda,"Providencia, Chile",,,,,
1607969125011161088,2022-12-28T05:18:08.000Z,Chele gente tengo influencia y me van a inyectar de emergencia... Ay le tengo miedo a las agujas 😱😱😱,es,0,3,3,1,1519043506378973185,PayDeTrufa,Pay De Trufa,,,,,,
2028951854550229383,2026-03-03T21:53:12.000Z,"¡¡¡¡¡PITUUUUUU!!!!!!

¿¿¿QUÉ ES ESTOOOO???

¿Una pequeñita fobia a las agujas? 🥰🤣🤣🤣

#Conquis14ETB https://t.co/GWYje2X1lJ",es,6,2,39,0,474957612,elconquis_etb,El Conquistador ETB,El Caribe ☀️🌴🧭,,,,,
1872714249178665341,2024-12-27T18:40:45.000Z,como olvidar la vez que cuando me pusieron y estaba re histérica porque le tengo fobia a las agujas la vieja chota de la enfermera dijo ayy controla el carácter que asi nunca vas a tener novioo https://t.co/5aVUas97Uq,es,0,2,31,0,758465300765573120,daeiznt,dya,,,,,,
1608476459902935041,2022-12-29T14:54:06.000Z,"No me digan nada q me bajonee... Solo quiero soltar.. ya toy nerviosa falta poco para entrar a pabellón y haciendo todo mentalmente para estar tranquila uffff... Les dije q tengo fobia a las agujas y procedimientos médicos? No es fácil... Inhala, exhala... Vamos q puedo🥺💪",es,0,2,17,0,1451888785931661317,andreamujerpwer,@andreamujerpower2021,,,,,,
1870891654464651391,2024-12-22T17:58:24.000Z,"Esta estudiando medicina y le tiene miedo a las agujas 

Everyone point and laugh https://t.co/QYzt9eSuzS https://t.co/aL7x0Dm14o",es,0,2,10,0,1389581265620377609,Dan_LH44,Dani,6-12-43-44 / 11-20-93,,,,,
1869517392273199421,2024-12-18T22:57:34.000Z,"Las enfermeras que se encargan en tomar muestras en niños deberían tener una preparación para aquellos niños con miedo a las agujas, ¿Crees que agarrando a la niña a la fuerza  es mejor que calmarla? Podrás tomar la muestra si la agarran entre 3 pero eso solo aumentará su trauma.",es,0,2,5,0,218669183,Andharna,Angel🥀,Colombia ,,,,,
2029224195893162036,2026-03-04T15:55:24.000Z,guen le tiene miedo a las agujas y le pide a su amigo que le ayude (???) https://t.co/uG7j58HgP0,es,0,2,5,0,1933934086059597824,addzthFur,AddztheFur,mi ksa,,,,,
2029039099538014246,2026-03-04T03:39:53.000Z,Querer entrar en testo pero le tengo fobia a las agujas (rlly una vez me desmaye cuando me querían vacunar),es,0,2,5,0,1989820537254920192,Sikencut,🦴₊˚⋆𝙎𝙠𝙮𝙡𝙖𝙧𝙭°₊˚🥩,HE/HIM🏳️‍⚧️,,,,,
1870810451413725411,2024-12-22T12:35:44.000Z,"Buenas noticias para quienes tienen fobia a las agujas: los científicos han inventado una “crema” de vacunas que se aplica sobre la piel. Según las investigaciones, este método alternativo podría desencadenar la misma respuesta inmunitaria que una inyección normal.",es,1,2,4,0,1501582959991734279,AsimovIsaac1919,Miguel A.🐭,"Málaga, España",,,,,
1608155813352292352,2022-12-28T17:39:58.000Z,"Ayer me entere que no puedo donar sangre, 😢 contexto mi mom necesita una cirugía y le pidieron 3 pintas de sangre, pues resulta que mi tío, su esposa y yo fuimos hacernos los exámenes para ver si podíamos donar la sangre.",es,0,2,3,0,1390905003997634560,Naybi_e,Naybi Estrada,,,,,,
1608138100655656960,2022-12-28T16:29:35.000Z,"Llevo años haciendo imágenes para invitar a donar sangre de forma altruista para desconocidos y donando sangre. Es la primera vez que haré una imagen que se moverá desde casa y que no puedo donar porque mi sangre no es compatible. Dios, tienes el volante...",es,0,2,2,0,197140279,verdefrente,melancómica,México,,,,,
1608543470926561280,2022-12-29T19:20:23.000Z,"@nyawol4 @Farmaenfurecida @Sael73furry Sin paños calientes,  doloroso sí es, pero duele más la muerte de un niño. Es mi opinión,  yo no puedo donar, una pena 😢",es,0,2,1,0,243105833,Marian_divina,🦁Divina🦁🔻🍉,Euskadi,,,,,
1873729203415519293,2024-12-30T13:53:48.000Z,@adornibord Si... Pero tengo miedo a las agujas incluso cuando me sacan sangre por revisión anual me da miedo,es,0,2,1,0,1849192207103787008,BReclutador,HagovReclutador,"Morón, Buenos Aires",,,,,
2006172806522798184,2025-12-31T01:17:24.000Z,"@StratCons ¿O sea que si no indicas que no quieres donar, a fuerza te sacan los órganos al morir —si sirves—?

Vaya

En fin. Yo siempre he dicho que NO quiero donar.

¿Cómo puedo asegurarme de que se cumpla mi voluntad?",es,0,2,1,0,1050957943259058176,BllrsMer,Mercedes🖤🍉,🇦🇪🇲🇽,,,,,
2004261826637582687,2025-12-25T18:43:51.000Z,"Si no tuviera miedo a las agujas, al dolor y a mis células comiéndose y vomitando la tinta, si me gustaría un tatuajito así. https://t.co/M6tYkMrYQp",es,0,2,1,0,933774258857234432,lechuga_cuack,Lechuguita fanfiquera,(Nuevo León) ,,,,,
1608566124010176513,2022-12-29T20:50:24.000Z,@zebravoyager ¿Sabes qué molécula ingresa ad eternum a tu torrente sanguíneo y estás condenada a no donar sangre ni plaquetas a un hijo tuyo o a tus padres?  Y no empates con los estúpidos enfermos psiquiátricos que tienen fobia a las agujas y su estupidez en contra de las vacunas.¿Y viruela?,es,0,2,0,0,625207095,Hwaton,Segismundo Gamboa G.,,,,,,
1738611804186570789,2023-12-23T17:25:30.000Z,@Pedro47276558 Pero no puedo donar tuve ca 2 veces.,es,0,2,0,0,1505519506298445830,G2Lucelis,Lucelis G2.,,,,,,
1869829115253297604,2024-12-19T19:36:15.000Z,"@DiegoMarVGG @JMilei Pues si, me he vacunado varias veces de niño y de adulto, porque no le tengo miedo a las agujas desde los 6 años

Pero si dudas tanto de las vacunas, te invito a que te dejes morder por un perro rabioso y NO te vacunes despues, veamos lo qie pasa no?",es,0,2,0,0,1741975185127854080,cosacosacosa321,Jose,,,,,,
1608247285510463488,2022-12-28T23:43:27.000Z,"@lovskpink lisa le tiene fobia a las agujas, pero existe la posibilidad",es,1,1,26,0,1171596983360000000,lilisickg,heillser,the pinks ♡,,,,,
2003874854051959116,2025-12-24T17:06:10.000Z,"Una última cosita. 
No quiero donar culera, tengo mucho respeto por muchos colegas de la comunidad. Admiro sus trabajos y la fuerza de sus opiniones (esté yo de acuerdo o no), pero NO solo por contestar amistosamente algunos tuits significa que sean amigos míos.",es,1,1,21,0,1925336311785037824,nosoyessie,×no soy essie×,,,,,,
2002795365788225807,2025-12-21T17:36:39.000Z,"Debe ser algún tema rari que me guste que me saquen sangre ajsjajshd
Lastima que no puedo donar por campesino sino todos los meses ahí (?)",es,0,1,14,0,1974306009255718915,Zorrito_dlc,Max,"Buenos Aires, Argentina",,,,,
2003475543468216746,2025-12-23T14:39:26.000Z,@HORMIGA_RETURNS Yo le tengo miedo a las agujas pero no soy antivacunas,es,0,1,13,0,1332379089823539205,roed314,roed, España,,,,,
2026815184526831633,2026-02-26T00:22:51.000Z,"[VID]{260226} #CHANYEOL con miedo a las agujas 😆🫳

🧑🏻‍⚕️: ¿Cómo te sientes hoy?
🍒: Tengo un poco de sueño, pero me siento bien.
👤PD: ¿Qué tal un poco de acupuntura?
🍒: No, no, estoy bien. https://t.co/ayVuKPOGXh",es,2,1,13,0,1027307149054095361,PCYLatam,PARK CHANYEOL 찬열 LATINOAMÉRICA 🔥,,,,,,
1609235641253912577,2022-12-31T17:10:49.000Z,"Recién nms llegue a la ciudad de mi abuela y ya escuché que soy una delincuente con tatuajes, que no debo donar sangre, que no voy a ser profesional y que soy mal ejemplo para todos los primos menores jajaa locuraaaa",es,2,1,12,0,985356133526392832,urfavleli,tu fav,"Central, Paraguay",,,,,
2027155141338480822,2026-02-26T22:53:43.000Z,"No puedo donar sangre porque cáncer, twice. Pero que te digan que no por la edad, es cruel 🥴🤣🤣",es,0,1,12,0,1432327735184085001,patoal62,Dra. Grissom 🇦🇷 💛,#CiudadOpulenta,,,,,
2029377377692700829,2026-03-05T02:04:05.000Z,"@fionopimpo @merlapopins Fuaa que genial, yo no puedo donar por mi peso",es,0,1,7,0,2968688055,ObrienxDelRey,Blu-Blu 🌜,Mystic Falls,,,,,
1609052311669669889,2022-12-31T05:02:20.000Z,@felipperey Le tengo fobia a las agujas y a las maquinitas que suenan (culpa del dentista) ninguna posibilidad de tatuajes,es,0,1,5,0,721703197287563265,fittokun83,fittokun,"Santiago, Chile",,,,,
1608698330665865217,2022-12-30T05:35:44.000Z,Me parece importante que sepan que si no tuviera fobia a las agujas yo ya tendria tatuado un plato de fideos,es,0,1,5,0,325676139,NuriaEchev,Nuria ✨️ (Vio a Hozier en vivo otra vez),Neuquén ,,,,,
1740912644184527273,2023-12-30T01:48:13.000Z,@sutito2 Que tan pendejo tienes que ser para no querer vacunarte y te lo dice alguien que le tiene miedo a las agujas.,es,0,1,5,0,1607677720741257216,Dalf_noir,Dalf,en el Discovery 1,,,,,
2027451200640073904,2026-02-27T18:30:09.000Z,"@Alqui23914 @CRUNCH_LINERS Hola, acá paciente de hematología 🤓, en realidad la curita no es necesaria si tenés buena coagulación porque la herida del pinchazo se cierra ahí nomás. Solo hay que apretar con algodón durante un momento para facilitarle un poco el trabajo al cuerpo de no sangrar más",es,0,0,0,0,1256752067617738754,KasumyKinomoto,Kasumy Kinomoto 🇦🇷,221B Baker Street ,,,,,2026347698165596170
2026606275463651733,2026-02-25T10:32:43.000Z,"@CRUNCH_LINERS No sé qué es lo que habrá pasado, pero espero que tu recuperación sea pronta.",es,0,0,0,0,1109495151955718145,AlgoNeeds,El erudito del saber correcto,,,,,,2026347698165596170
2026395554821840978,2026-02-24T20:35:23.000Z,@CRUNCH_LINERS Ese es el chiste,es,0,0,0,0,1337759777515053064,Alqui23914,*alquimedes*,,,,,,2026347698165596170
2026386859446653037,2026-02-24T20:00:50.000Z,"@Alqui23914 Sisi, a mí me hicieron presionar también, lo importante creo que es que la sangre se seque y no salga más",es,0,1,0,0,1400302893400473602,CRUNCH_LINERS,LINERS |ANIMACION| (comisiones abiertas),San Luis - arg,,,,,2026347698165596170
2026363785426935897,2026-02-24T18:29:09.000Z,@CRUNCH_LINERS Pues a mí me sacaron sangre y me dieron el algodón ni curita solo me dieron un poco de algodón y tuve que presionar dúro para que no salía más sangre,es,0,2,0,0,1337759777515053064,Alqui23914,*alquimedes*,,,,,,2026347698165596170
2029312278835654983,2026-03-04T21:45:24.000Z,"@ArepitaLigera @susanaraffalli Sentí su voz como caía en el olvido, a mi me impactó, toda una generación afectada, es terrible, te hablo de hace 15 años o más, el tamaño del genocidio es brutal. 
Veía en fotos amigos con sus rostros afilados, sus ojos tristes, eso me marcó.",es,0,0,1,0,3938704161,kombiamerica,Osvaldo lll Sagüés,"Wheaton, IL",,,,,2029241288072081458
2029310583741301176,2026-03-04T21:38:40.000Z,"@kombiamerica @susanaraffalli La voz de Susana Rafalli lleva años advirtiendo esto, en mi humilde opinión si alguien sabe específicamente de este tema es ella.",es,0,1,1,0,1884721776418316290,ArepitaLigera,Ni tan Rosa,,,,,,2029241288072081458
2029308035001172119,2026-03-04T21:28:32.000Z,"@ArepitaLigera Hace años, varios ya, @susanaraffalli alertaba sobre la grave desnutrición infantil, q iba a ser en el futuro,responsable de la baja estatura y limitada capacidad intelectual de la generación. 
Mientras, los líderes oposicionistas dialogaban y corrían la arruga c el régimen.",es,3,1,2,0,3938704161,kombiamerica,Osvaldo lll Sagüés,"Wheaton, IL",,,,,2029241288072081458
2029305724283830572,2026-03-04T21:19:22.000Z,@kombiamerica Coincido contigo.,pt,0,1,1,0,1884721776418316290,ArepitaLigera,Ni tan Rosa,,,,,,2029241288072081458
2029304775980782054,2026-03-04T21:15:35.000Z,"@ArepitaLigera Presiento, que es generalizada la ausencia de percepcion, de lo que en Venezuela está ocurriendo actualmente, mientras tanto, la gente agoniza de mengua…",es,0,1,1,0,3938704161,kombiamerica,Osvaldo lll Sagüés,"Wheaton, IL",,,,,2029241288072081458
2029262458058088549,2026-03-04T18:27:26.000Z,"@andri_rojas yo también soy bajita y me gustaría donar, pero lamentablemente no se puede.",es,0,0,1,0,1884721776418316290,ArepitaLigera,Ni tan Rosa,,,,,,2029241288072081458
2029261218628673739,2026-03-04T18:22:31.000Z,"@ArepitaLigera me pasa lo mismo. yo peso 42, pero es que soy muy bajita. quisiera poder donar porque se que o- es difícil de conseguir, pero jamás me han dejado por mi peso.",es,0,1,2,0,195548574,andri_rojas,🎀,,,,,,2029241288072081458
2029249261594948075,2026-03-04T17:35:00.000Z,@ArepitaLigera @cubanolibre48 Yo soy O- pero estoy lejisimos.,es,0,0,2,0,116619131,negralinda1022,Claudia,"Florida, USA",,,,,2029241288072081458
2029012148844650784,2026-03-04T01:52:48.000Z,@bea28louis JAJAJAJAJAJAJAJJAJAJAJ,es,0,0,0,0,1729279365886730240,fantttasi,can ★,tini & mernosketti,,,,,2029005036265554135
2029008869868061064,2026-03-04T01:39:46.000Z,@28rckland quieren todooo,es,0,0,0,0,1023736264380637189,bea28louis,bea 𓂀,333 chile,,,,,2029005036265554135
2029008817451634703,2026-03-04T01:39:33.000Z,@moskilaria ME LLENARON EL CELU DE MENSAJES EN 30 SEGUNDOS PARA DONAR 5,es,0,0,0,0,1023736264380637189,bea28louis,bea 𓂀,333 chile,,,,,2029005036265554135
2029008803853705362,2026-03-04T01:39:30.000Z,@bea28louis te dijimos que dones 3 eu no mientas,es,0,1,0,0,2005724878486528000,28rckland,agus ✮⋆˙,16 • 43,,,,,2029005036265554135
2029008518859125061,2026-03-04T01:38:22.000Z,@bea28louis EL CONCWPTO DE QUE NADIE TE OBLIGO ANDONAR 5..,es,0,1,0,0,1859130495470096384,moskilaria,can,nachoide3,,,,,2029005036265554135
2028963048027799840,2026-03-03T22:37:41.000Z,"@elconquis_etb Me parece una absoluta falta de respeto que a los productores del programa no se les haya ocurrido ponerle una puta go pro en la frente y poder disfrutar así de la 'PITU CAM'. Podría ver un programa entero desde su punto de vista 😂
Es vuestro mejor acierto del casting del 2026!!",es,1,0,1,0,1427635803233128455,Egoitz_Madrid,Egoitz Madrid,,,,,,2028951854550229383
2028954225426706534,2026-03-03T22:02:38.000Z,"@elconquis_etb Yo también  tengo fobia a las agujas. 
Y te aseguro que no me río nada 😁
#Conquis14ETB https://t.co/C1NlIYlA7q",es,0,0,1,0,277048801,anezarandona,ane,,,,,,2028951854550229383
2029334115418263725,2026-03-04T23:12:10.000Z,@addzthFur Lol,und,0,0,0,0,1768062542125879296,delawerpunchz16,punch-z-berry🍇(⁠´⁠ε⁠｀⁠ ⁠),fondo de bikini,,,,,2029224195893162036
2029328452311007504,2026-03-04T22:49:40.000Z,@delawerpunchz16 porq aun ni esta terminado xd,es,0,1,0,0,1933934086059597824,addzthFur,AddztheFur,mi ksa,,,,,2029224195893162036
2029327896158892478,2026-03-04T22:47:28.000Z,"@addzthFur Pf, ¿Por qué no lo muestras?, estás Twitter https://t.co/huoAx18arg",es,0,1,0,0,1768062542125879296,delawerpunchz16,punch-z-berry🍇(⁠´⁠ε⁠｀⁠ ⁠),fondo de bikini,,,,,2029224195893162036
2029225195743985935,2026-03-04T15:59:22.000Z,@addzthFur Es que no había sillas 🥺,es,0,0,0,0,1810423762506121216,skyfoxycat,skyfoxycat,,,,,,2029224195893162036
2029090264451580077,2026-03-04T07:03:12.000Z,@goreshino Oka🥹 tenks,in,0,0,0,0,1989820537254920192,Sikencut,🦴₊˚⋆𝙎𝙠𝙮𝙡𝙖𝙧𝙭°₊˚🥩,HE/HIM🏳️‍⚧️,,,,,2029039099538014246
2029050625053360144,2026-03-04T04:25:41.000Z,@Sikencut ponte testogel amigo,es,0,1,1,0,1496213676977709056,goreshino,🇪🇸 Lev / Leo ⚣ 🫀⋆ ࣪.,kaiser + fyodor gachikoi ♡ 20 ,,,,,2029039099538014246
2029039755908776140,2026-03-04T03:42:30.000Z,@LixAlberichP Porfa,es,0,0,1,0,1989820537254920192,Sikencut,🦴₊˚⋆𝙎𝙠𝙮𝙡𝙖𝙧𝙭°₊˚🥩,HE/HIM🏳️‍⚧️,,,,,2029039099538014246
2029039601227120927,2026-03-04T03:41:53.000Z,"@Sikencut Yoooo, te juro amiko, ay que ir juntos y darnos apoyo moral",es,0,1,0,0,1942767924340473856,LixAlberichP,Félixito:P Se acerca el sid fest!,,,,,,2029039099538014246
2026815231062675876,2026-02-26T00:23:02.000Z,"Cr: PCY_BASE 
Subido por Park Chanyeol 찬열 Latinoamérica 
[Fire🔥Loey] 

#찬열 #엑소찬열 #チャニョル #朴灿烈 #CHchanyeol @weareoneEXO",es,0,0,0,0,1027307149054095361,PCYLatam,PARK CHANYEOL 찬열 LATINOAMÉRICA 🔥,,,,,,2026815184526831633
2027200349224779781,2026-02-27T01:53:21.000Z,@lamamadelpocho Hdp 🙄🤣,und,0,0,0,0,1432327735184085001,patoal62,Dra. Grissom 🇦🇷 💛,#CiudadOpulenta,,,,,2027155141338480822
2027199666748625032,2026-02-27T01:50:38.000Z,@patoal62 La prepaga me avisa que me va a cobrar un plus por EDAD,es,0,1,1,0,1150557206020022272,lamamadelpocho,La mama del pocho campeón del mundo 🐶,Aca en mi casa ,,,,,2027155141338480822
