tweet_id,created_at,text,lang,retweet_count,reply_count,like_count,quote_count,author_id,author_username,author_name,author_location,place_full_name,place_country,place_country_code,place_type,reply_to_tweet_id
1741300573989663005,2023-12-31T03:29:43.000Z,"@amaliaandrade_ Fui a donar sangre antes de que acabe el año. 
Espero esto ayude a salvar vidas. https://t.co/YDQXN3rIBE",es,1,2,122,0,1277098103636623360,Pepesiera,Pepe Sierra 🏳️‍🌈,"Bogotá, D.C., Colombia","Bogotá, D.C., Colombia",Colombia,CO,city,
1608923779933310976,2022-12-30T20:31:36.000Z,"El Garrahan hace campañas de donación de sangre y el MIÉRCOLES 4 viene a MERLO.

Ayudan en algo importante, salen siendo mejor persona y te dan algo para comer y UN CACTUS!!¡

IMPORTANTE: TIENEN QUE SACAR TURNO.

nada si les pinta vayan y difundan aguante la salud pública. abz https://t.co/JoVyre8BIT",es,34,2,12,0,1195953815771586561,LAKZYYNN,fkaynotX3,Argentina,,,,,
2006172806522798184,2025-12-31T01:17:24.000Z,"@StratCons ¿O sea que si no indicas que no quieres donar, a fuerza te sacan los órganos al morir —si sirves—?

Vaya

En fin. Yo siempre he dicho que NO quiero donar.

¿Cómo puedo asegurarme de que se cumpla mi voluntad?",es,0,2,1,0,1050957943259058176,BllrsMer,Mercedes🖤🍉,🇦🇪🇲🇽,,,,,
2029292183250145645,2026-03-04T20:25:33.000Z,"@258JCR @Gaby_marigaf @sergiobotana @camboue @cdcamy @JavierGarcia_Uy @fede_ricagni Sólo a efectos anecdóticos: una referente importante del FA de Mdeo,allá por el 2008 y en ocasión de la enfermedad de mi esposo, siendo edil ella del FA y yo del PN , fue la primera junto a su esposo en donar sangre y a colaborar en que más personas lo hicieran Nosotros del",es,0,2,0,0,2251291539,CarmenTort3000,Carmen Tort González,Melo. Cerro Largo ,,,,,
2029133876031869327,2026-03-04T09:56:30.000Z,"@Radio_Formula Nada más se andan envenenando, pues los tatuajes tiene plomo que se va a la sangre y dicen que por mucho tiempo lo que genera problemas de riñones y de hígado  por eso muchas veces no pueden donar sangre",es,0,2,0,0,1759987152970977281,Manriquela7q,Mandrea,,,,,,
1741376184271720575,2023-12-31T08:30:10.000Z,"🔴🔴🔴 Atención #Canarias Seguimos llamando a la donación urgente de sangre y plaquetas para atender las necesidades hospitalarias

👉 Hoy puedes donar sangre en #GranCanaria #Tenerife y #LaPalma

📲 Infórmate en https://t.co/ipllnNdgP3 https://t.co/2PLWD29tDB",es,19,1,25,1,174643603,ichhCanarias,donarsangreCanarias,Islas Canarias,,,,,
1873832042422821341,2024-12-30T20:42:27.000Z,@delRioPilar La ciudadanía había dado lo mejor de sí tras los trágicos atentados. Fueron centenares de personas los que acudieron a donar sangre. https://t.co/TMbpUl0IFi,es,7,1,20,0,11713422,radiocable,Fernando Berlín,Pacifista. Vivo en La Cafetera,,,,,
1609235641253912577,2022-12-31T17:10:49.000Z,"Recién nms llegue a la ciudad de mi abuela y ya escuché que soy una delincuente con tatuajes, que no debo donar sangre, que no voy a ser profesional y que soy mal ejemplo para todos los primos menores jajaa locuraaaa",es,2,1,12,0,985356133526392832,urfavleli,tu fav,"Central, Paraguay",,,,,
1608903068153974784,2022-12-30T19:09:18.000Z,"@intularapla @Enfermerojorge8 Muy buena esa! Una foto durante una jornada de colecta de donación de sangre en mi trabajo para divulgar sobre la importancia de donación, sin llevármelo a casa (lo del parcheado ni te lo contesto, cuando es un dibujo digital cutre🤣)",es,0,1,10,0,825358046540996609,perdidueblog,perdidue,"Madrid, España",,,,,
1609118540166057985,2022-12-31T09:25:30.000Z,"🎄Que sea esta #Navidad motivo de mucha felicidad y el año nuevo una esperanza de éxito y prosperidad.
Gracias por donar sangre.
Gracias por regalar vida.

""Feliz y próspero 2023"" https://t.co/RnaNlXyTla",es,0,1,8,0,294785635,DonarSangreMU,🩸CENTRO REGIONAL DE HEMODONACIÓN 🅰️🅱️🅾️🆎,"Ronda de Garay, 30003 Murcia","Alcantarilla, España",España,ES,city,
1741171369943941529,2023-12-30T18:56:18.000Z,"@soyunamarmota En mi caso en Italia me dejaron donar sangre, pero cuando volví a España me dijeron que no podía, que tenía que esperar 3 años de haber salido de Perú. Que eso tamb aplicaba para gente que estaba más 6 meses en LATAM x el zika y dengue no recuerdo bien).",es,1,1,7,0,1075919354867445760,oe_xlaptm,brah,,,,,,
2029377377692700829,2026-03-05T02:04:05.000Z,"@fionopimpo @merlapopins Fuaa que genial, yo no puedo donar por mi peso",es,0,1,7,0,2968688055,ObrienxDelRey,Blu-Blu 🌜,Mystic Falls,,,,,
1609331323017261056,2022-12-31T23:31:01.000Z,"Antes de que se acabe el año, les recuerdo la importancia de donar sangre. Te regalan un vaso que puedes usar para beber alcohol :) https://t.co/3h77hXadGp",es,0,1,5,0,100605085,DareAndreina,Dareandreina,,,,,,
2006031402362445881,2025-12-30T15:55:31.000Z,"🇵🇾 𝐄𝐋 𝐄𝐉É𝐑𝐂𝐈𝐓𝐎 𝐏𝐀𝐑𝐀𝐆𝐔𝐀𝐘𝐎 𝐀𝐏𝐎𝐘𝐀 𝐂𝐀𝐌𝐏𝐀Ñ𝐀 𝐃𝐄 𝐃𝐎𝐍𝐀𝐂𝐈Ó𝐍 𝐃𝐄 𝐒𝐀𝐍𝐆𝐑𝐄 

🔶El Ejército Paraguayo, a través de la participación voluntaria de su personal en jornadas de donación de sangre realizadas en el Centro Nacional de Servicios de Sangre, https://t.co/OptFwnTT4T",es,1,1,5,0,2918242929,Ejercito_Pyo,Ejército Paraguayo,"Campo Grande, Asunción",,,,,
1741468573728469032,2023-12-31T14:37:17.000Z,"- Llevar alimento fácil de consumir afuera de los hospitales
-En xochimilco hay un albergue para personas que tienen un paciente internado en hospitales de cdmx. Aquí aceptan cobijas y ropa de cama.
-Donar sangre",es,0,1,4,0,217428231,kattyboom_df,Katty Chiquitere,,,,,,
1741218066304733580,2023-12-30T22:01:51.000Z,"Bueno entonces les contaré que, estoy en un grupo porque un sobrino tiene leucemia, es un grupo de apoyo para donar sangre y así, y yo porque obviamente estoy borracha mandé fotos de mi finde en paracas porque me EQUIVOQUÉ de grupo",es,0,1,4,0,254205764,Clueless0000,🌙,Venus,,,,,
2029312278835654983,2026-03-04T21:45:24.000Z,"@ArepitaLigera @susanaraffalli Sentí su voz como caía en el olvido, a mi me impactó, toda una generación afectada, es terrible, te hablo de hace 15 años o más, el tamaño del genocidio es brutal. 
Veía en fotos amigos con sus rostros afilados, sus ojos tristes, eso me marcó.",es,0,0,1,0,3938704161,kombiamerica,Osvaldo lll Sagüés,"Wheaton, IL",,,,,2029241288072081458
2029310583741301176,2026-03-04T21:38:40.000Z,"@kombiamerica @susanaraffalli La voz de Susana Rafalli lleva años advirtiendo esto, en mi humilde opinión si alguien sabe específicamente de este tema es ella.",es,0,1,1,0,1884721776418316290,ArepitaLigera,Ni tan Rosa,,,,,,2029241288072081458
2029308035001172119,2026-03-04T21:28:32.000Z,"@ArepitaLigera Hace años, varios ya, @susanaraffalli alertaba sobre la grave desnutrición infantil, q iba a ser en el futuro,responsable de la baja estatura y limitada capacidad intelectual de la generación. 
Mientras, los líderes oposicionistas dialogaban y corrían la arruga c el régimen.",es,3,1,2,0,3938704161,kombiamerica,Osvaldo lll Sagüés,"Wheaton, IL",,,,,2029241288072081458
2029305724283830572,2026-03-04T21:19:22.000Z,@kombiamerica Coincido contigo.,pt,0,1,1,0,1884721776418316290,ArepitaLigera,Ni tan Rosa,,,,,,2029241288072081458
2029304775980782054,2026-03-04T21:15:35.000Z,"@ArepitaLigera Presiento, que es generalizada la ausencia de percepcion, de lo que en Venezuela está ocurriendo actualmente, mientras tanto, la gente agoniza de mengua…",es,0,1,1,0,3938704161,kombiamerica,Osvaldo lll Sagüés,"Wheaton, IL",,,,,2029241288072081458
2029262458058088549,2026-03-04T18:27:26.000Z,"@andri_rojas yo también soy bajita y me gustaría donar, pero lamentablemente no se puede.",es,0,0,1,0,1884721776418316290,ArepitaLigera,Ni tan Rosa,,,,,,2029241288072081458
2029261218628673739,2026-03-04T18:22:31.000Z,"@ArepitaLigera me pasa lo mismo. yo peso 42, pero es que soy muy bajita. quisiera poder donar porque se que o- es difícil de conseguir, pero jamás me han dejado por mi peso.",es,0,1,2,0,195548574,andri_rojas,🎀,,,,,,2029241288072081458
2029249261594948075,2026-03-04T17:35:00.000Z,@ArepitaLigera @cubanolibre48 Yo soy O- pero estoy lejisimos.,es,0,0,2,0,116619131,negralinda1022,Claudia,"Florida, USA",,,,,2029241288072081458
